Program_ID,Sample_ID,Collection Date,Date_flag,Waterbody Name,Waterbody Type, Latitude, Longitude,Land Use Region,FWMIS ID,Species Code,Common Name,Binomial Name,Sex,Fork Length (mm),Fork LengthMeasurement ,Total Length (mm),Total LengthMeasurement,LengthEstimateFactor,Weight (g),WeightMeasurement,Maturity,Age (years),Aging Structure,Hg (mg/kg)
12-ET-WALL-04,FHg-0004,28-Sep-12,0,Ethel Lake,Lake,54.53164,-110.349785,Lower Athabasca,4557,WALL,Walleye,Stizostedion vitreum vitreum,Male,400,Field,425,Field,NA,600,Field,Mature,4,Otolith,0.305
12-ET-WALL-03,FHg-0003,28-Sep-12,0,Ethel Lake,Lake,54.53164,-110.349785,Lower Athabasca,4557,WALL,Walleye,Stizostedion vitreum vitreum,Male,Unknown,NA,482,Field,NA,1000,Field,Unknown,NA,NA,0.497
12-ET-WALL-02,FHg-0002,28-Sep-12,0,Ethel Lake,Lake,54.53164,-110.349785,Lower Athabasca,4557,WALL,Walleye,Stizostedion vitreum vitreum,Male,413,Field,441,Field,NA,700,Field,Mature,9,Otolith,0.429
12-ET-WALL-01,FHg-0001,28-Sep-12,0,Ethel Lake,Lake,54.53164,-110.349785,Lower Athabasca,4557,WALL,Walleye,Stizostedion vitreum vitreum,Female,Unknown,NA,458,Field,NA,900,Field,Unknown,NA,NA,0.471
12-EL-WALL-17,FHg-0173,27-Sep-12,0,Elinor Lake,Lake,54.663957,-111.656404,Lower Athabasca,4522,WALL,Walleye,Stizostedion vitreum vitreum,Female,702,Field,735,Field,NA,4074,Field,Mature,17,Otolith,1.125
12-EL-WALL-16,FHg-0172,27-Sep-12,0,Elinor Lake,Lake,54.663957,-111.656404,Lower Athabasca,4522,WALL,Walleye,Stizostedion vitreum vitreum,Female,756,Field,787,Field,NA,4764,Field,Mature,18,Otolith,1.593
12-EL-WALL-15,FHg-0171,27-Sep-12,0,Elinor Lake,Lake,54.663957,-111.656404,Lower Athabasca,4522,WALL,Walleye,Stizostedion vitreum vitreum,Male,445,Field,471,Field,NA,862,Field,Mature,10,Otolith,0.633
12-EL-WALL-14,FHg-0170,27-Sep-12,0,Elinor Lake,Lake,54.663957,-111.656404,Lower Athabasca,4522,WALL,Walleye,Stizostedion vitreum vitreum,Female,510,Field,538,Field,NA,1218,Field,Mature,14,Otolith,0.769
12-EL-WALL-13,FHg-0169,27-Sep-12,0,Elinor Lake,Lake,54.663957,-111.656404,Lower Athabasca,4522,WALL,Walleye,Stizostedion vitreum vitreum,Female,395,Field,424,Field,NA,656,Field,Mature,10,Otolith,0.463
12-EL-WALL-12,FHg-0168,27-Sep-12,0,Elinor Lake,Lake,54.663957,-111.656404,Lower Athabasca,4522,WALL,Walleye,Stizostedion vitreum vitreum,Female,618,Field,645,Field,NA,2704,Field,Mature,18,Otolith,0.807
12-EL-WALL-11,FHg-0167,27-Sep-12,0,Elinor Lake,Lake,54.663957,-111.656404,Lower Athabasca,4522,WALL,Walleye,Stizostedion vitreum vitreum,Male,434,Field,459,Field,NA,830,Field,Mature,15,Otolith,0.721
12-EL-WALL-10,FHg-0166,27-Sep-12,0,Elinor Lake,Lake,54.663957,-111.656404,Lower Athabasca,4522,WALL,Walleye,Stizostedion vitreum vitreum,Male,372,Field,396,Field,NA,516,Field,Mature,5,Otolith,0.235
12-EL-WALL-09,FHg-0165,27-Sep-12,0,Elinor Lake,Lake,54.663957,-111.656404,Lower Athabasca,4522,WALL,Walleye,Stizostedion vitreum vitreum,Female,454,Field,480,Field,NA,828,Field,Mature,12,Otolith,0.965
12-EL-WALL-08,FHg-0164,27-Sep-12,0,Elinor Lake,Lake,54.663957,-111.656404,Lower Athabasca,4522,WALL,Walleye,Stizostedion vitreum vitreum,Unknown,Unknown,NA,Unknown,NA,NA,Unknown,NA,Unknown,NA,NA,0.337
12-EL-WALL-07,FHg-0163,27-Sep-12,0,Elinor Lake,Lake,54.663957,-111.656404,Lower Athabasca,4522,WALL,Walleye,Stizostedion vitreum vitreum,Female,459,Field,490,Field,NA,945,Field,Mature,15,Otolith,1.012
12-EL-WALL-06,FHg-0162,27-Sep-12,0,Elinor Lake,Lake,54.663957,-111.656404,Lower Athabasca,4522,WALL,Walleye,Stizostedion vitreum vitreum,Female,692,Field,723,Field,NA,4248,Field,Mature,14,Otolith,0.783
12-EL-WALL-05,FHg-0161,27-Sep-12,0,Elinor Lake,Lake,54.663957,-111.656404,Lower Athabasca,4522,WALL,Walleye,Stizostedion vitreum vitreum,Female,369,Field,420,Field,NA,659,Field,Mature,9,Otolith,0.468
12-EL-WALL-04,FHg-0160,27-Sep-12,0,Elinor Lake,Lake,54.663957,-111.656404,Lower Athabasca,4522,WALL,Walleye,Stizostedion vitreum vitreum,Female,520,Field,544,Field,NA,746,Field,Mature,6,Otolith,0.356
12-EL-WALL-03,FHg-0159,27-Sep-12,0,Elinor Lake,Lake,54.663957,-111.656404,Lower Athabasca,4522,WALL,Walleye,Stizostedion vitreum vitreum,Female,457,Field,487,Field,NA,994,Field,Mature,10,Otolith,0.57
12-EL-WALL-02,FHg-0158,27-Sep-12,0,Elinor Lake,Lake,54.663957,-111.656404,Lower Athabasca,4522,WALL,Walleye,Stizostedion vitreum vitreum,Female,450,Field,481,Field,NA,970,Field,Mature,6,Otolith,0.347
12-EL-WALL-01,FHg-0157,27-Sep-12,0,Elinor Lake,Lake,54.663957,-111.656404,Lower Athabasca,4522,WALL,Walleye,Stizostedion vitreum vitreum,Female,412,Field,440,Field,NA,726,Field,Mature,10,Otolith,0.786
12-EG-WALL-23,12-EG-WALL-23,17-Sep-12,0,Eagle Lake,Lake,50.995019,-113.32007,South Saskatchewan,4494,WALL,Walleye,Stizostedion vitreum vitreum,Female,Unknown,NA,500,Field,NA,1284,Field,Unknown,NA,NA,0.12
12-EG-WALL-22,12-EG-WALL-22,17-Sep-12,0,Eagle Lake,Lake,50.995019,-113.32007,South Saskatchewan,4494,WALL,Walleye,Stizostedion vitreum vitreum,Female,Unknown,NA,510,Field,NA,1388,Field,Unknown,NA,NA,0.329
12-EG-WALL-21,12-EG-WALL-21,17-Sep-12,0,Eagle Lake,Lake,50.995019,-113.32007,South Saskatchewan,4494,WALL,Walleye,Stizostedion vitreum vitreum,Female,Unknown,NA,460,Field,NA,1240,Field,Unknown,NA,NA,0.115
12-EG-WALL-20,12-EG-WALL-20,17-Sep-12,0,Eagle Lake,Lake,50.995019,-113.32007,South Saskatchewan,4494,WALL,Walleye,Stizostedion vitreum vitreum,Female,Unknown,NA,540,Field,NA,2080,Field,Unknown,NA,NA,0.335
12-EG-WALL-19,12-EG-WALL-19,17-Sep-12,0,Eagle Lake,Lake,50.995019,-113.32007,South Saskatchewan,4494,WALL,Walleye,Stizostedion vitreum vitreum,Female,Unknown,NA,510,Field,NA,1450,Field,Unknown,NA,NA,0.169
12-EG-WALL-18,12-EG-WALL-18,17-Sep-12,0,Eagle Lake,Lake,50.995019,-113.32007,South Saskatchewan,4494,WALL,Walleye,Stizostedion vitreum vitreum,Unknown,Unknown,NA,430,Field,NA,930,Field,Unknown,NA,NA,0.092
12-EG-WALL-17,12-EG-WALL-17,17-Sep-12,0,Eagle Lake,Lake,50.995019,-113.32007,South Saskatchewan,4494,WALL,Walleye,Stizostedion vitreum vitreum,Male,Unknown,NA,430,Field,NA,900,Field,Unknown,NA,NA,0.171
12-EG-WALL-16,12-EG-WALL-16,17-Sep-12,0,Eagle Lake,Lake,50.995019,-113.32007,South Saskatchewan,4494,WALL,Walleye,Stizostedion vitreum vitreum,Unknown,Unknown,NA,440,Field,NA,1130,Field,Unknown,NA,NA,0.158
12-EG-WALL-15,12-EG-WALL-15,14-Aug-12,0,Eagle Lake,Lake,50.995019,-113.32007,South Saskatchewan,4494,WALL,Walleye,Stizostedion vitreum vitreum,Female,Unknown,NA,470,Field,NA,1250,Field,Unknown,NA,NA,0.196
12-EG-WALL-14,12-EG-WALL-14,14-Aug-12,0,Eagle Lake,Lake,50.995019,-113.32007,South Saskatchewan,4494,WALL,Walleye,Stizostedion vitreum vitreum,Male,Unknown,NA,510,Field,NA,1410,Field,Unknown,NA,NA,0.302
12-EG-WALL-13,12-EG-WALL-13,14-Aug-12,0,Eagle Lake,Lake,50.995019,-113.32007,South Saskatchewan,4494,WALL,Walleye,Stizostedion vitreum vitreum,Female,Unknown,NA,490,Field,NA,1080,Field,Unknown,NA,NA,0.118
12-EG-WALL-12,12-EG-WALL-12,14-Aug-12,0,Eagle Lake,Lake,50.995019,-113.32007,South Saskatchewan,4494,WALL,Walleye,Stizostedion vitreum vitreum,Female,Unknown,NA,510,Field,NA,1250,Field,Unknown,NA,NA,0.301
12-EG-WALL-11,12-EG-WALL-11,14-Aug-12,0,Eagle Lake,Lake,50.995019,-113.32007,South Saskatchewan,4494,WALL,Walleye,Stizostedion vitreum vitreum,Female,Unknown,NA,490,Field,NA,1800,Field,Unknown,NA,NA,0.189
12-EG-WALL-10,12-EG-WALL-10,14-Aug-12,0,Eagle Lake,Lake,50.995019,-113.32007,South Saskatchewan,4494,WALL,Walleye,Stizostedion vitreum vitreum,Male,Unknown,NA,460,Field,NA,1240,Field,Unknown,NA,NA,0.129
12-EG-WALL-09,12-EG-WALL-09,14-Aug-12,0,Eagle Lake,Lake,50.995019,-113.32007,South Saskatchewan,4494,WALL,Walleye,Stizostedion vitreum vitreum,Female,Unknown,NA,470,Field,NA,1240,Field,Unknown,NA,NA,0.506
12-EG-WALL-08,12-EG-WALL-08,14-Aug-12,0,Eagle Lake,Lake,50.995019,-113.32007,South Saskatchewan,4494,WALL,Walleye,Stizostedion vitreum vitreum,Female,Unknown,NA,490,Field,NA,1640,Field,Unknown,NA,NA,0.255
12-EG-WALL-07,12-EG-WALL-07,14-Aug-12,0,Eagle Lake,Lake,50.995019,-113.32007,South Saskatchewan,4494,WALL,Walleye,Stizostedion vitreum vitreum,Female,Unknown,NA,470,Field,NA,1260,Field,Unknown,NA,NA,0.095
12-EG-WALL-06,12-EG-WALL-06,14-Aug-12,0,Eagle Lake,Lake,50.995019,-113.32007,South Saskatchewan,4494,WALL,Walleye,Stizostedion vitreum vitreum,Female,Unknown,NA,480,Field,NA,1240,Field,Unknown,NA,NA,0.165
12-EG-WALL-05,12-EG-WALL-05,14-Aug-12,0,Eagle Lake,Lake,50.995019,-113.32007,South Saskatchewan,4494,WALL,Walleye,Stizostedion vitreum vitreum,Female,Unknown,NA,540,Field,NA,1550,Field,Unknown,NA,NA,0.148
12-EG-WALL-04,12-EG-WALL-04,14-Aug-12,0,Eagle Lake,Lake,50.995019,-113.32007,South Saskatchewan,4494,WALL,Walleye,Stizostedion vitreum vitreum,Male,Unknown,NA,500,Field,NA,1370,Field,Unknown,NA,NA,0.418
12-EG-WALL-03,12-EG-WALL-03,14-Aug-12,0,Eagle Lake,Lake,50.995019,-113.32007,South Saskatchewan,4494,WALL,Walleye,Stizostedion vitreum vitreum,Female,Unknown,NA,500,Field,NA,1380,Field,Unknown,NA,NA,0.101
12-EG-WALL-02,12-EG-WALL-02,14-Aug-12,0,Eagle Lake,Lake,50.995019,-113.32007,South Saskatchewan,4494,WALL,Walleye,Stizostedion vitreum vitreum,Female,Unknown,NA,510,Field,NA,1550,Field,Unknown,NA,NA,0.114
12-EG-WALL-01,12-EG-WALL-01,14-Aug-12,0,Eagle Lake,Lake,50.995019,-113.32007,South Saskatchewan,4494,WALL,Walleye,Stizostedion vitreum vitreum,Female,Unknown,NA,420,Field,NA,770,Field,Unknown,NA,NA,0.073
12-BT-WALL-33,12-BT-WALL-33,24-Sep-12,0,Baptiste Lake,Lake,54.755366,-113.554014,Upper Athabasca,3969,WALL,Walleye,Stizostedion vitreum vitreum,Male,453,Field,478,Field,NA,1000,Field,Unknown,NA,NA,0.275
12-BT-WALL-32,12-BT-WALL-32,24-Sep-12,0,Baptiste Lake,Lake,54.755366,-113.554014,Upper Athabasca,3969,WALL,Walleye,Stizostedion vitreum vitreum,Male,422,Field,470,Field,NA,950,Field,Unknown,NA,NA,0.323
12-BT-WALL-31,12-BT-WALL-31,24-Sep-12,0,Baptiste Lake,Lake,54.755366,-113.554014,Upper Athabasca,3969,WALL,Walleye,Stizostedion vitreum vitreum,Female,424,Field,450,Field,NA,850,Field,Unknown,NA,NA,0.246
12-BT-WALL-30,12-BT-WALL-30,24-Sep-12,0,Baptiste Lake,Lake,54.755366,-113.554014,Upper Athabasca,3969,WALL,Walleye,Stizostedion vitreum vitreum,Male,446,Field,475,Field,NA,1050,Field,Unknown,NA,NA,0.524
12-BT-WALL-29,12-BT-WALL-29,24-Sep-12,0,Baptiste Lake,Lake,54.755366,-113.554014,Upper Athabasca,3969,WALL,Walleye,Stizostedion vitreum vitreum,Male,452,Field,479,Field,NA,1050,Field,Unknown,NA,NA,0.472
12-BT-WALL-28,12-BT-WALL-28,24-Sep-12,0,Baptiste Lake,Lake,54.755366,-113.554014,Upper Athabasca,3969,WALL,Walleye,Stizostedion vitreum vitreum,Male,462,Field,495,Field,NA,1150,Field,Unknown,NA,NA,0.46
12-BT-WALL-27,12-BT-WALL-27,24-Sep-12,0,Baptiste Lake,Lake,54.755366,-113.554014,Upper Athabasca,3969,WALL,Walleye,Stizostedion vitreum vitreum,Female,400,Field,427,Field,NA,750,Field,Unknown,NA,NA,0.375
12-BT-WALL-26,12-BT-WALL-26,24-Sep-12,0,Baptiste Lake,Lake,54.755366,-113.554014,Upper Athabasca,3969,WALL,Walleye,Stizostedion vitreum vitreum,Female,547,Field,575,Field,NA,1100,Field,Unknown,NA,NA,0.824
12-BT-WALL-25,12-BT-WALL-25,24-Sep-12,0,Baptiste Lake,Lake,54.755366,-113.554014,Upper Athabasca,3969,WALL,Walleye,Stizostedion vitreum vitreum,Unknown,488,Field,515,Field,NA,1275,Field,Unknown,NA,NA,0.545
12-BT-WALL-24,12-BT-WALL-24,24-Sep-12,0,Baptiste Lake,Lake,54.755366,-113.554014,Upper Athabasca,3969,WALL,Walleye,Stizostedion vitreum vitreum,Male,416,Field,440,Field,NA,750,Field,Unknown,NA,NA,0.348
12-BT-WALL-23,12-BT-WALL-23,24-Sep-12,0,Baptiste Lake,Lake,54.755366,-113.554014,Upper Athabasca,3969,WALL,Walleye,Stizostedion vitreum vitreum,Male,446,Field,472,Field,NA,900,Field,Unknown,NA,NA,0.373
12-BT-WALL-22,12-BT-WALL-22,24-Sep-12,0,Baptiste Lake,Lake,54.755366,-113.554014,Upper Athabasca,3969,WALL,Walleye,Stizostedion vitreum vitreum,Male,449,Field,475,Field,NA,1000,Field,Unknown,NA,NA,0.374
12-BT-WALL-21,12-BT-WALL-21,24-Sep-12,0,Baptiste Lake,Lake,54.755366,-113.554014,Upper Athabasca,3969,WALL,Walleye,Stizostedion vitreum vitreum,Male,432,Field,456,Field,NA,850,Field,Unknown,NA,NA,0.338
12-BT-WALL-20,12-BT-WALL-20,24-Sep-12,0,Baptiste Lake,Lake,54.755366,-113.554014,Upper Athabasca,3969,WALL,Walleye,Stizostedion vitreum vitreum,Male,408,Field,431,Field,NA,800,Field,Unknown,NA,NA,0.332
12-BT-WALL-19,12-BT-WALL-19,24-Sep-12,0,Baptiste Lake,Lake,54.755366,-113.554014,Upper Athabasca,3969,WALL,Walleye,Stizostedion vitreum vitreum,Unknown,430,Field,456,Field,NA,900,Field,Unknown,NA,NA,0.345
12-BT-WALL-18,12-BT-WALL-18,23-Jul-12,0,Baptiste Lake,Lake,54.755366,-113.554014,Upper Athabasca,3969,WALL,Walleye,Stizostedion vitreum vitreum,Male,Unknown,NA,431,Field,NA,688,Field,Unknown,NA,NA,0.379
12-BT-WALL-17,12-BT-WALL-17,23-Jul-12,0,Baptiste Lake,Lake,54.755366,-113.554014,Upper Athabasca,3969,WALL,Walleye,Stizostedion vitreum vitreum,Male,Unknown,NA,478,Field,NA,931,Field,Unknown,NA,NA,0.686
12-BT-WALL-16,12-BT-WALL-16,23-Jul-12,0,Baptiste Lake,Lake,54.755366,-113.554014,Upper Athabasca,3969,WALL,Walleye,Stizostedion vitreum vitreum,Male,Unknown,NA,459,Field,NA,785,Field,Unknown,NA,NA,0.63
12-BT-WALL-15,12-BT-WALL-15,23-Jul-12,0,Baptiste Lake,Lake,54.755366,-113.554014,Upper Athabasca,3969,WALL,Walleye,Stizostedion vitreum vitreum,Female,Unknown,NA,479,Field,NA,1020,Field,Unknown,NA,NA,0.696
12-BT-WALL-14,12-BT-WALL-14,23-Jul-12,0,Baptiste Lake,Lake,54.755366,-113.554014,Upper Athabasca,3969,WALL,Walleye,Stizostedion vitreum vitreum,Female,Unknown,NA,532,Field,NA,1318,Field,Unknown,NA,NA,0.735
12-BT-WALL-13,12-BT-WALL-13,23-Jul-12,0,Baptiste Lake,Lake,54.755366,-113.554014,Upper Athabasca,3969,WALL,Walleye,Stizostedion vitreum vitreum,Female,Unknown,NA,481,Field,NA,966,Field,Unknown,NA,NA,0.373
12-BT-WALL-12,12-BT-WALL-12,23-Jul-12,0,Baptiste Lake,Lake,54.755366,-113.554014,Upper Athabasca,3969,WALL,Walleye,Stizostedion vitreum vitreum,Male,Unknown,NA,551,Field,NA,1305,Field,Unknown,NA,NA,0.956
12-BT-WALL-11,12-BT-WALL-11,23-Jul-12,0,Baptiste Lake,Lake,54.755366,-113.554014,Upper Athabasca,3969,WALL,Walleye,Stizostedion vitreum vitreum,Female,Unknown,NA,514,Field,NA,1158,Field,Unknown,NA,NA,0.699
12-BT-WALL-10,12-BT-WALL-10,23-Jul-12,0,Baptiste Lake,Lake,54.755366,-113.554014,Upper Athabasca,3969,WALL,Walleye,Stizostedion vitreum vitreum,Male,Unknown,NA,491,Field,NA,971,Field,Unknown,NA,NA,0.61
12-BT-WALL-09,12-BT-WALL-09,23-Jul-12,0,Baptiste Lake,Lake,54.755366,-113.554014,Upper Athabasca,3969,WALL,Walleye,Stizostedion vitreum vitreum,Male,Unknown,NA,516,Field,NA,1153,Field,Unknown,NA,NA,0.613
12-BT-WALL-08,12-BT-WALL-08,23-Jul-12,0,Baptiste Lake,Lake,54.755366,-113.554014,Upper Athabasca,3969,WALL,Walleye,Stizostedion vitreum vitreum,Male,Unknown,NA,575,Field,NA,821,Field,Unknown,NA,NA,0.664
12-BT-WALL-07,12-BT-WALL-07,23-Jul-12,0,Baptiste Lake,Lake,54.755366,-113.554014,Upper Athabasca,3969,WALL,Walleye,Stizostedion vitreum vitreum,Male,Unknown,NA,487,Field,NA,845,Field,Unknown,NA,NA,0.663
12-BT-WALL-06,12-BT-WALL-06,23-Jul-12,0,Baptiste Lake,Lake,54.755366,-113.554014,Upper Athabasca,3969,WALL,Walleye,Stizostedion vitreum vitreum,Male,Unknown,NA,563,Field,NA,1397,Field,Unknown,NA,NA,0.831
12-BT-WALL-05,12-BT-WALL-05,23-Jul-12,0,Baptiste Lake,Lake,54.755366,-113.554014,Upper Athabasca,3969,WALL,Walleye,Stizostedion vitreum vitreum,Female,Unknown,NA,494,Field,NA,1076,Field,Unknown,NA,NA,0.47
12-BT-WALL-04,12-BT-WALL-04,23-Jul-12,0,Baptiste Lake,Lake,54.755366,-113.554014,Upper Athabasca,3969,WALL,Walleye,Stizostedion vitreum vitreum,Male,Unknown,NA,416,Field,NA,664,Field,Unknown,NA,NA,0.252
12-BT-WALL-03,12-BT-WALL-03,23-Jul-12,0,Baptiste Lake,Lake,54.755366,-113.554014,Upper Athabasca,3969,WALL,Walleye,Stizostedion vitreum vitreum,Male,Unknown,NA,521,Field,NA,1263,Field,Unknown,NA,NA,0.8
12-BT-WALL-02,12-BT-WALL-02,23-Jul-12,0,Baptiste Lake,Lake,54.755366,-113.554014,Upper Athabasca,3969,WALL,Walleye,Stizostedion vitreum vitreum,Male,Unknown,NA,513,Field,NA,1120,Field,Unknown,NA,NA,0.7
12-BT-WALL-01,12-BT-WALL-01,23-Jul-12,0,Baptiste Lake,Lake,54.755366,-113.554014,Upper Athabasca,3969,WALL,Walleye,Stizostedion vitreum vitreum,Male,Unknown,NA,489,Field,NA,993,Field,Unknown,NA,NA,0.688
11-WO-WALL-10,FHg11-0313,21-Sep-11,0,Wolf Lake,Lake,54.693678,-110.959987,Lower Athabasca,6185,WALL,Walleye,Stizostedion vitreum vitreum,Female,369,Field,404,Field,NA,575,Field,Immature,5,Otolith,0.255
11-WO-WALL-09,FHg11-0312,21-Sep-11,0,Wolf Lake,Lake,54.693678,-110.959987,Lower Athabasca,6185,WALL,Walleye,Stizostedion vitreum vitreum,Unknown,Unknown,NA,Unknown,NA,NA,925,Field,Mature,NA,NA,0.579
11-WO-WALL-08,FHg11-0311,21-Sep-11,0,Wolf Lake,Lake,54.693678,-110.959987,Lower Athabasca,6185,WALL,Walleye,Stizostedion vitreum vitreum,Unknown,Unknown,NA,Unknown,NA,NA,925,Field,Mature,NA,NA,0.442
11-WO-WALL-07,FHg11-0310,21-Sep-11,0,Wolf Lake,Lake,54.693678,-110.959987,Lower Athabasca,6185,WALL,Walleye,Stizostedion vitreum vitreum,Unknown,Unknown,NA,Unknown,NA,NA,925,Field,Mature,NA,NA,0.714
11-WO-WALL-06,FHg11-0309,21-Sep-11,0,Wolf Lake,Lake,54.693678,-110.959987,Lower Athabasca,6185,WALL,Walleye,Stizostedion vitreum vitreum,Male,424,Field,451,Field,NA,750,Field,Mature,13,Otolith,0.726
11-WO-WALL-05,FHg11-0308,21-Sep-11,0,Wolf Lake,Lake,54.693678,-110.959987,Lower Athabasca,6185,WALL,Walleye,Stizostedion vitreum vitreum,Male,392,Field,419,Field,NA,675,Field,Mature,9,Otolith,0.429
11-WO-WALL-04,FHg11-0307,21-Sep-11,0,Wolf Lake,Lake,54.693678,-110.959987,Lower Athabasca,6185,WALL,Walleye,Stizostedion vitreum vitreum,Female,550,Field,583,Field,NA,1725,Field,Mature,12,Otolith,0.687
11-WO-WALL-03,FHg11-0306,21-Sep-11,0,Wolf Lake,Lake,54.693678,-110.959987,Lower Athabasca,6185,WALL,Walleye,Stizostedion vitreum vitreum,Female,494,Field,523,Field,NA,1275,Field,Mature,14,Otolith,0.702
11-WO-WALL-02,FHg11-0305,21-Sep-11,0,Wolf Lake,Lake,54.693678,-110.959987,Lower Athabasca,6185,WALL,Walleye,Stizostedion vitreum vitreum,Male,427,Field,453,Field,NA,800,Field,Mature,13,Otolith,0.629
11-WO-WALL-01,FHg11-0304,21-Sep-11,0,Wolf Lake,Lake,54.693678,-110.959987,Lower Athabasca,6185,WALL,Walleye,Stizostedion vitreum vitreum,Male,455,Field,482,Field,NA,1150,Field,Mature,14,Otolith,0.63
11-MS-WALL-10,FHg11-0371,17-Sep-11,0,Moose Lake,Lake,54.248872,-110.917722,Lower Athabasca,5363,WALL,Walleye,Stizostedion vitreum vitreum,Male,490,Field,526,Field,NA,1475,Field,Mature,7,Otolith,0.295
11-MS-WALL-09,FHg11-0370,17-Sep-11,0,Moose Lake,Lake,54.248872,-110.917722,Lower Athabasca,5363,WALL,Walleye,Stizostedion vitreum vitreum,Female,570,Field,601,Field,NA,1910,Field,Mature,13,Otolith,0.65
11-MS-WALL-08,FHg11-0369,17-Sep-11,0,Moose Lake,Lake,54.248872,-110.917722,Lower Athabasca,5363,WALL,Walleye,Stizostedion vitreum vitreum,Male,459,Field,485,Field,NA,1240,Field,Mature,8,Otolith,0.323
11-MS-WALL-07,FHg11-0368,17-Sep-11,0,Moose Lake,Lake,54.248872,-110.917722,Lower Athabasca,5363,WALL,Walleye,Stizostedion vitreum vitreum,Male,476,Field,507,Field,NA,1260,Field,Mature,11,Otolith,0.391
11-MS-WALL-06,FHg11-0367,17-Sep-11,0,Moose Lake,Lake,54.248872,-110.917722,Lower Athabasca,5363,WALL,Walleye,Stizostedion vitreum vitreum,Male,522,Field,550,Field,NA,1455,Field,Mature,12,Otolith,0.529
11-MS-WALL-05,FHg11-0366,17-Sep-11,0,Moose Lake,Lake,54.248872,-110.917722,Lower Athabasca,5363,WALL,Walleye,Stizostedion vitreum vitreum,Female,522,Field,551,Field,NA,1530,Field,Mature,9,Otolith,0.438
11-MS-WALL-04,FHg11-0365,17-Sep-11,0,Moose Lake,Lake,54.248872,-110.917722,Lower Athabasca,5363,WALL,Walleye,Stizostedion vitreum vitreum,Female,521,Field,552,Field,NA,1630,Field,Mature,10,Otolith,0.42
11-MS-WALL-03,FHg11-0364,17-Sep-11,0,Moose Lake,Lake,54.248872,-110.917722,Lower Athabasca,5363,WALL,Walleye,Stizostedion vitreum vitreum,Female,559,Field,586,Field,NA,1910,Field,Mature,10,Otolith,0.628
11-MS-WALL-02,FHg11-0363,17-Sep-11,0,Moose Lake,Lake,54.248872,-110.917722,Lower Athabasca,5363,WALL,Walleye,Stizostedion vitreum vitreum,Female,574,Field,604,Field,NA,1985,Field,Mature,12,Otolith,0.598
11-MS-WALL-01,FHg11-0362,17-Sep-11,0,Moose Lake,Lake,54.248872,-110.917722,Lower Athabasca,5363,WALL,Walleye,Stizostedion vitreum vitreum,Female,562,Field,593,Field,NA,1935,Field,Mature,10,Otolith,0.476
11-LR-WALL-04,FHg11-0516,14-May-11,0,Loon River,River,57.126577,-115.046242,Lower Peace,2112,WALL,Walleye,Stizostedion vitreum vitreum,Male,426,Field,452,Field,NA,840,Field,Unknown,NA,NA,0.286
11-LR-WALL-03,FHg11-0515,14-May-11,0,Loon River,River,57.126577,-115.046242,Lower Peace,2112,WALL,Walleye,Stizostedion vitreum vitreum,Female,713,Field,755,Field,NA,2455,Field,Unknown,NA,NA,0.191
11-LR-WALL-02,FHg11-0514,14-May-11,0,Loon River,River,57.126577,-115.046242,Lower Peace,2112,WALL,Walleye,Stizostedion vitreum vitreum,Male,472,Field,504,Field,NA,245,Field,Unknown,NA,NA,0.603
11-LR-WALL-01,FHg11-0513,14-May-11,0,Loon River,River,57.126577,-115.046242,Lower Peace,2112,WALL,Walleye,Stizostedion vitreum vitreum,Female,446,Field,471,Field,NA,415,Field,Unknown,NA,NA,0.263
11-HU-WALL-10,FHg11-0303,08-Sep-11,0,Hutch Lake,Reservoir,58.740024,-117.290314,Lower Peace,4886,WALL,Walleye,Stizostedion vitreum vitreum,Male,505,Field,528,Field,NA,1995,Field,Mature,4,Otolith,0.119
11-HU-WALL-09,FHg11-0302,08-Sep-11,0,Hutch Lake,Reservoir,58.740024,-117.290314,Lower Peace,4886,WALL,Walleye,Stizostedion vitreum vitreum,Female,525,Field,550,Field,NA,2210,Field,Mature,4,Otolith,0.106
11-HU-WALL-08,FHg11-0301,08-Sep-11,0,Hutch Lake,Reservoir,58.740024,-117.290314,Lower Peace,4886,WALL,Walleye,Stizostedion vitreum vitreum,Female,538,Field,565,Field,NA,2275,Field,Mature,4,Otolith,0.101
11-HU-WALL-07,FHg11-0300,08-Sep-11,0,Hutch Lake,Reservoir,58.740024,-117.290314,Lower Peace,4886,WALL,Walleye,Stizostedion vitreum vitreum,Male,485,Field,509,Field,NA,1665,Field,Mature,4,Otolith,0.103
11-HU-WALL-06,FHg11-0299,08-Sep-11,0,Hutch Lake,Reservoir,58.740024,-117.290314,Lower Peace,4886,WALL,Walleye,Stizostedion vitreum vitreum,Female,525,Field,552,Field,NA,2140,Field,Mature,4,Otolith,0.094
11-HU-WALL-05,FHg11-0298,08-Sep-11,0,Hutch Lake,Reservoir,58.740024,-117.290314,Lower Peace,4886,WALL,Walleye,Stizostedion vitreum vitreum,Male,492,Field,515,Field,NA,1755,Field,Mature,4,Otolith,0.113
11-HU-WALL-04,FHg11-0297,08-Sep-11,0,Hutch Lake,Reservoir,58.740024,-117.290314,Lower Peace,4886,WALL,Walleye,Stizostedion vitreum vitreum,Unknown,513,Field,535,Field,NA,1950,Field,Immature,Unknown,Unknown,0.097
