Collection Date,Waterbody Name,Waterbody Type,Latitude,Longitude,Land Use Region,Common Name,Binomial Name,Sex,Fork Length (mm),Total Length (mm),Weight (g),Hg (mg/kg),Feeding Behavior
2014-09-22,Gull Lake,Lake,52.537953,-113.999964,Red Deer,Walleye,Stizostedion vitreum vitreum,Female,623.0,652.0,3014.0,1.116,Predator
2014-09-22,Gull Lake,Lake,52.537953,-113.999964,Red Deer,Walleye,Stizostedion vitreum vitreum,Female,609.0,639.0,2755.0,0.832,Predator
2014-09-22,Gull Lake,Lake,52.537953,-113.999964,Red Deer,Lake Whitefish,Coregonus clupeaformis,Male,405.0,463.0,1068.0,0.083,Prey
2014-09-22,Gull Lake,Lake,52.537953,-113.999964,Red Deer,Walleye,Stizostedion vitreum vitreum,Female,645.0,670.0,3077.0,0.985,Predator
2014-09-22,Gull Lake,Lake,52.537953,-113.999964,Red Deer,Walleye,Stizostedion vitreum vitreum,Female,643.0,672.0,3071.0,0.797,Predator
2014-09-22,Athabasca River (between Hinton and Whitecourt),River,53.891639,-117.109237,Upper Athabasca,Mountain Whitefish,Prosopium williamsoni,Male,349.0,,456.0,0.066,Predator and Prey
2014-09-22,Gull Lake,Lake,52.537953,-113.999964,Red Deer,Northern Pike,Esox lucius,Female,690.0,720.0,2589.0,0.459,Predator
2014-09-22,Athabasca River (between Hinton and Whitecourt),River,53.891639,-117.109237,Upper Athabasca,Mountain Whitefish,Prosopium williamsoni,Male,424.0,,1135.0,0.109,Predator and Prey
2014-09-22,Athabasca River (between Hinton and Whitecourt),River,53.891639,-117.109237,Upper Athabasca,Mountain Whitefish,Prosopium williamsoni,Male,339.0,,442.0,0.05,Predator and Prey
2014-09-22,Athabasca River (between Hinton and Whitecourt),River,53.891639,-117.109237,Upper Athabasca,Mountain Whitefish,Prosopium williamsoni,Male,407.0,,950.0,0.052,Predator and Prey
2014-09-22,Athabasca River (between Hinton and Whitecourt),River,53.891639,-117.109237,Upper Athabasca,Mountain Whitefish,Prosopium williamsoni,Female,375.0,,686.0,0.097,Predator and Prey
2014-09-22,Athabasca River (between Hinton and Whitecourt),River,53.891639,-117.109237,Upper Athabasca,Mountain Whitefish,Prosopium williamsoni,Female,351.0,,486.0,0.063,Predator and Prey
2014-09-22,Athabasca River (between Hinton and Whitecourt),River,53.891639,-117.109237,Upper Athabasca,Mountain Whitefish,Prosopium williamsoni,Female,445.0,,1035.0,0.077,Predator and Prey
2014-09-22,Athabasca River (between Hinton and Whitecourt),River,53.891639,-117.109237,Upper Athabasca,Mountain Whitefish,Prosopium williamsoni,Male,410.0,,974.0,0.058,Predator and Prey
2014-09-22,Athabasca River (between Hinton and Whitecourt),River,53.891639,-117.109237,Upper Athabasca,Mountain Whitefish,Prosopium williamsoni,Female,371.0,,700.0,0.055,Predator and Prey
2014-09-22,Athabasca River (between Hinton and Whitecourt),River,53.891639,-117.109237,Upper Athabasca,Mountain Whitefish,Prosopium williamsoni,Male,345.0,,496.0,0.06,Predator and Prey
2014-09-22,Athabasca River (between Hinton and Whitecourt),River,53.891639,-117.109237,Upper Athabasca,Mountain Whitefish,Prosopium williamsoni,Female,421.0,,850.0,0.087,Predator and Prey
2014-09-22,Athabasca River (between Hinton and Whitecourt),River,53.891639,-117.109237,Upper Athabasca,Mountain Whitefish,Prosopium williamsoni,Female,428.0,,960.0,0.118,Predator and Prey
2014-09-22,Athabasca River (between Hinton and Whitecourt),River,53.891639,-117.109237,Upper Athabasca,Mountain Whitefish,Prosopium williamsoni,Female,398.0,,878.0,0.094,Predator and Prey
2014-09-22,Athabasca River (between Hinton and Whitecourt),River,53.891639,-117.109237,Upper Athabasca,Mountain Whitefish,Prosopium williamsoni,Male,405.0,,798.0,0.062,Predator and Prey
2014-09-22,Gull Lake,Lake,52.537953,-113.999964,Red Deer,Lake Whitefish,Coregonus clupeaformis,Male,397.0,462.0,998.0,0.243,Prey
2014-09-22,Athabasca River (between Hinton and Whitecourt),River,53.891639,-117.109237,Upper Athabasca,Mountain Whitefish,Prosopium williamsoni,Male,360.0,,628.0,0.076,Predator and Prey
2014-09-22,Gull Lake,Lake,52.537953,-113.999964,Red Deer,Northern Pike,Esox lucius,Female,761.0,804.0,4407.0,0.365,Predator
2014-09-22,Gull Lake,Lake,52.537953,-113.999964,Red Deer,Northern Pike,Esox lucius,Female,700.0,737.0,2939.0,0.378,Predator
2014-09-22,Athabasca River (between Hinton and Whitecourt),River,53.891639,-117.109237,Upper Athabasca,Mountain Whitefish,Prosopium williamsoni,Female,395.0,,768.0,0.092,Predator and Prey
2014-09-22,Gull Lake,Lake,52.537953,-113.999964,Red Deer,Lake Whitefish,Coregonus clupeaformis,Male,442.0,500.0,1163.0,0.263,Prey
2014-09-22,Athabasca River (between Hinton and Whitecourt),River,53.891639,-117.109237,Upper Athabasca,Mountain Whitefish,Prosopium williamsoni,Male,430.0,,974.0,0.068,Predator and Prey
2014-09-23,Gull Lake,Lake,52.537953,-113.999964,Red Deer,Northern Pike,Esox lucius,Female,812.0,855.0,4555.0,0.354,Predator
2014-09-23,Gull Lake,Lake,52.537953,-113.999964,Red Deer,Northern Pike,Esox lucius,Female,748.0,793.0,3142.0,0.398,Predator
2014-09-23,Gull Lake,Lake,52.537953,-113.999964,Red Deer,Lake Whitefish,Coregonus clupeaformis,Male,405.0,463.0,870.0,0.131,Prey
2014-09-23,Gull Lake,Lake,52.537953,-113.999964,Red Deer,Lake Whitefish,Coregonus clupeaformis,Male,403.0,467.0,976.0,0.079,Prey
2014-09-23,Gull Lake,Lake,52.537953,-113.999964,Red Deer,Lake Whitefish,Coregonus clupeaformis,Female,394.0,455.0,824.0,0.085,Prey
2014-09-23,Gull Lake,Lake,52.537953,-113.999964,Red Deer,Lake Whitefish,Coregonus clupeaformis,Female,352.0,405.0,679.0,0.076,Prey
2014-09-23,Gull Lake,Lake,52.537953,-113.999964,Red Deer,Lake Whitefish,Coregonus clupeaformis,Male,455.0,523.0,1277.0,0.267,Prey
2014-09-23,Gull Lake,Lake,52.537953,-113.999964,Red Deer,Lake Whitefish,Coregonus clupeaformis,Male,362.0,410.0,714.0,0.065,Prey
2014-09-23,Gull Lake,Lake,52.537953,-113.999964,Red Deer,Lake Whitefish,Coregonus clupeaformis,Female,407.0,460.0,1101.0,0.126,Prey
2014-09-23,Gull Lake,Lake,52.537953,-113.999964,Red Deer,Lake Whitefish,Coregonus clupeaformis,Female,452.0,520.0,1351.0,0.324,Prey
2014-09-24,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,Lake Whitefish,Coregonus clupeaformis,Male,600.0,,2280.0,0.162,Prey
2014-09-24,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,Walleye,Stizostedion vitreum vitreum,Unknown,633.0,,2490.0,1.159,Predator
2014-09-24,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,Walleye,Stizostedion vitreum vitreum,Unknown,629.0,,2500.0,0.994,Predator
2014-09-24,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,Walleye,Stizostedion vitreum vitreum,Unknown,680.0,,2980.0,0.777,Predator
2014-09-24,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,Walleye,Stizostedion vitreum vitreum,Unknown,662.0,,3020.0,1.167,Predator
2014-09-24,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,Walleye,Stizostedion vitreum vitreum,Unknown,617.0,,2190.0,0.632,Predator
2014-09-24,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,Walleye,Stizostedion vitreum vitreum,Unknown,652.0,,2425.0,1.061,Predator
2014-09-24,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,Walleye,Stizostedion vitreum vitreum,Unknown,473.0,,1155.0,0.202,Predator
2014-09-24,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,Walleye,Stizostedion vitreum vitreum,Unknown,671.0,,2635.0,1.058,Predator
2014-09-24,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,Walleye,Stizostedion vitreum vitreum,Unknown,554.0,,1770.0,0.316,Predator
2014-09-24,Athabasca River (between Hinton and Whitecourt),River,53.891639,-117.109237,Upper Athabasca,Mountain Whitefish,Prosopium williamsoni,Female,335.0,,420.0,0.037,Predator and Prey
2014-09-24,Athabasca River (between Hinton and Whitecourt),River,53.891639,-117.109237,Upper Athabasca,Mountain Whitefish,Prosopium williamsoni,Female,313.0,,386.0,0.026,Predator and Prey
2014-09-24,Athabasca River (between Hinton and Whitecourt),River,53.891639,-117.109237,Upper Athabasca,Mountain Whitefish,Prosopium williamsoni,Female,364.0,,666.0,0.063,Predator and Prey
2014-09-24,Athabasca River (between Hinton and Whitecourt),River,53.891639,-117.109237,Upper Athabasca,Mountain Whitefish,Prosopium williamsoni,Female,395.0,,752.0,0.021,Predator and Prey
2014-09-24,Athabasca River (between Hinton and Whitecourt),River,53.891639,-117.109237,Upper Athabasca,Mountain Whitefish,Prosopium williamsoni,Male,330.0,,400.0,0.03,Predator and Prey
2014-09-24,Athabasca River (between Hinton and Whitecourt),River,53.891639,-117.109237,Upper Athabasca,Mountain Whitefish,Prosopium williamsoni,Female,349.0,,524.0,0.024,Predator and Prey
2014-09-24,Athabasca River (between Hinton and Whitecourt),River,53.891639,-117.109237,Upper Athabasca,Mountain Whitefish,Prosopium williamsoni,Unknown,381.0,,636.0,0.053,Predator and Prey
2014-09-24,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,Walleye,Stizostedion vitreum vitreum,Unknown,504.0,,1285.0,0.295,Predator
2014-09-24,Athabasca River (between Hinton and Whitecourt),River,53.891639,-117.109237,Upper Athabasca,Mountain Whitefish,Prosopium williamsoni,Male,371.0,,614.0,0.023,Predator and Prey
2014-09-24,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,Walleye,Stizostedion vitreum vitreum,Unknown,412.0,,645.0,0.179,Predator
2014-09-24,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,Walleye,Stizostedion vitreum vitreum,Unknown,623.0,,1945.0,1.243,Predator
2014-09-24,Athabasca River (between Hinton and Whitecourt),River,53.891639,-117.109237,Upper Athabasca,Mountain Whitefish,Prosopium williamsoni,Female,432.0,,1030.0,0.029,Predator and Prey
2014-09-24,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,Walleye,Stizostedion vitreum vitreum,Unknown,617.0,,2260.0,0.826,Predator
2014-09-24,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,Walleye,Stizostedion vitreum vitreum,Unknown,740.0,,3070.0,1.554,Predator
2014-09-24,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,Walleye,Stizostedion vitreum vitreum,Unknown,679.0,,2960.0,1.084,Predator
2014-09-24,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,Walleye,Stizostedion vitreum vitreum,Unknown,641.0,,2745.0,1.252,Predator
2014-09-24,Athabasca River (between Hinton and Whitecourt),River,53.891639,-117.109237,Upper Athabasca,Mountain Whitefish,Prosopium williamsoni,Female,322.0,,380.0,0.024,Predator and Prey
2014-09-24,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,Walleye,Stizostedion vitreum vitreum,Unknown,465.0,,1000.0,0.275,Predator
2014-09-24,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,Northern Pike,Esox lucius,Unknown,737.0,,2880.0,0.463,Predator
2014-09-24,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,Walleye,Stizostedion vitreum vitreum,Unknown,505.0,,1275.0,0.189,Predator
2014-09-24,Athabasca River (between Hinton and Whitecourt),River,53.891639,-117.109237,Upper Athabasca,Mountain Whitefish,Prosopium williamsoni,Female,320.0,,402.0,0.024,Predator and Prey
2014-09-24,Athabasca River (between Hinton and Whitecourt),River,53.891639,-117.109237,Upper Athabasca,Mountain Whitefish,Prosopium williamsoni,Male,403.0,,980.0,0.069,Predator and Prey
2014-09-24,Athabasca River (between Hinton and Whitecourt),River,53.891639,-117.109237,Upper Athabasca,Mountain Whitefish,Prosopium williamsoni,Male,356.0,,502.0,0.019,Predator and Prey
2014-09-24,Athabasca River (between Hinton and Whitecourt),River,53.891639,-117.109237,Upper Athabasca,Mountain Whitefish,Prosopium williamsoni,Female,341.0,,462.0,0.099,Predator and Prey
2014-09-24,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,Lake Whitefish,Coregonus clupeaformis,Male,585.0,,2035.0,0.059,Prey
2014-09-24,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,Northern Pike,Esox lucius,Female,710.0,,1785.0,0.589,Predator
2014-09-24,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,Northern Pike,Esox lucius,Unknown,665.0,,1770.0,0.553,Predator
2014-09-24,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,Northern Pike,Esox lucius,Unknown,696.0,,2220.0,0.516,Predator
2014-09-24,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,Northern Pike,Esox lucius,Unknown,795.0,,3325.0,0.794,Predator
2014-09-24,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,Northern Pike,Esox lucius,Unknown,805.0,,3585.0,0.506,Predator
2014-09-24,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,Northern Pike,Esox lucius,Unknown,746.0,,2610.0,0.826,Predator
2014-09-24,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,Northern Pike,Esox lucius,Unknown,680.0,,1785.0,0.521,Predator
2014-09-24,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,Northern Pike,Esox lucius,Unknown,708.0,,2510.0,0.422,Predator
2014-09-24,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,Northern Pike,Esox lucius,Unknown,687.0,,2030.0,0.393,Predator
2014-09-24,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,Northern Pike,Esox lucius,Unknown,685.0,,2310.0,0.514,Predator
2014-09-24,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,Northern Pike,Esox lucius,Unknown,809.0,,3675.0,0.688,Predator
2014-09-24,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,Northern Pike,Esox lucius,Unknown,735.0,,2945.0,0.65,Predator
2014-09-24,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,Northern Pike,Esox lucius,Unknown,686.0,,2020.0,0.568,Predator
2014-09-24,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,Northern Pike,Esox lucius,Unknown,785.0,,3200.0,0.655,Predator
2014-09-24,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,Northern Pike,Esox lucius,Unknown,728.0,,2425.0,0.604,Predator
2014-09-24,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,Northern Pike,Esox lucius,Unknown,817.0,,3865.0,0.614,Predator
2014-09-24,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,Northern Pike,Esox lucius,Unknown,743.0,,2500.0,0.534,Predator
2014-09-24,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,Northern Pike,Esox lucius,Unknown,750.0,,2935.0,0.563,Predator
2014-09-24,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,Northern Pike,Esox lucius,Unknown,742.0,,2825.0,0.682,Predator
2014-09-24,Athabasca River (between Hinton and Whitecourt),River,53.891639,-117.109237,Upper Athabasca,Mountain Whitefish,Prosopium williamsoni,Female,424.0,,878.0,0.072,Predator and Prey
2014-09-24,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,Walleye,Stizostedion vitreum vitreum,Unknown,492.0,,1185.0,0.213,Predator
2014-09-24,Athabasca River (between Hinton and Whitecourt),River,53.891639,-117.109237,Upper Athabasca,Mountain Whitefish,Prosopium williamsoni,Female,415.0,,816.0,0.026,Predator and Prey
2014-09-24,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,Walleye,Stizostedion vitreum vitreum,Unknown,607.0,,2250.0,0.595,Predator
2014-09-24,Athabasca River (between Hinton and Whitecourt),River,53.891639,-117.109237,Upper Athabasca,Mountain Whitefish,Prosopium williamsoni,Female,441.0,,1140.0,0.043,Predator and Prey
2014-09-24,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,Lake Whitefish,Coregonus clupeaformis,Female,652.0,,3130.0,0.067,Prey
2014-09-24,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,Lake Whitefish,Coregonus clupeaformis,Male,645.0,,2490.0,0.231,Prey
2014-09-24,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,Lake Whitefish,Coregonus clupeaformis,Male,602.0,,2360.0,0.142,Prey
2014-09-24,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,Lake Whitefish,Coregonus clupeaformis,Unknown,643.0,,3065.0,0.09,Prey
2014-09-24,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,Lake Whitefish,Coregonus clupeaformis,Male,670.0,,3505.0,0.151,Prey
2014-09-24,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,Lake Whitefish,Coregonus clupeaformis,Female,656.0,,2940.0,0.264,Prey
2014-09-24,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,Lake Whitefish,Coregonus clupeaformis,Unknown,606.0,,2360.0,0.107,Prey
2014-09-24,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,Lake Whitefish,Coregonus clupeaformis,Unknown,612.0,,2660.0,0.254,Prey
2014-09-24,Athabasca River (between Hinton and Whitecourt),River,53.891639,-117.109237,Upper Athabasca,Mountain Whitefish,Prosopium williamsoni,Female,362.0,,502.0,0.026,Predator and Prey
2014-09-24,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,Lake Whitefish,Coregonus clupeaformis,Female,670.0,,3245.0,0.259,Prey
2014-09-24,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,Lake Whitefish,Coregonus clupeaformis,Unknown,625.0,,2485.0,0.142,Prey
2014-09-24,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,Lake Whitefish,Coregonus clupeaformis,Male,622.0,,2495.0,0.254,Prey
2014-09-24,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,Lake Whitefish,Coregonus clupeaformis,Male,600.0,,2310.0,0.152,Prey
2014-09-24,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,Lake Whitefish,Coregonus clupeaformis,Female,616.0,,2485.0,0.057,Prey
2014-09-24,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,Lake Whitefish,Coregonus clupeaformis,Male,663.0,,3295.0,0.085,Prey
2014-09-24,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,Lake Whitefish,Coregonus clupeaformis,Female,673.0,,3180.0,0.208,Prey
2014-09-24,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,Lake Whitefish,Coregonus clupeaformis,Female,632.0,,2900.0,0.051,Prey
2014-09-24,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,Lake Whitefish,Coregonus clupeaformis,Unknown,675.0,,3315.0,0.109,Prey
2014-09-24,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,Lake Whitefish,Coregonus clupeaformis,Male,597.0,,2250.0,0.02,Prey
2014-09-24,Athabasca River (between Hinton and Whitecourt),River,53.891639,-117.109237,Upper Athabasca,Mountain Whitefish,Prosopium williamsoni,Female,425.0,,840.0,0.027,Predator and Prey
2014-09-24,Athabasca River (between Hinton and Whitecourt),River,53.891639,-117.109237,Upper Athabasca,Mountain Whitefish,Prosopium williamsoni,Female,365.0,,524.0,0.052,Predator and Prey
2014-09-24,Athabasca River (between Hinton and Whitecourt),River,53.891639,-117.109237,Upper Athabasca,Mountain Whitefish,Prosopium williamsoni,Female,361.0,,506.0,0.046,Predator and Prey
2014-09-24,Athabasca River (between Hinton and Whitecourt),River,53.891639,-117.109237,Upper Athabasca,Mountain Whitefish,Prosopium williamsoni,Female,380.0,,752.0,0.062,Predator and Prey
2014-09-24,Athabasca River (between Hinton and Whitecourt),River,53.891639,-117.109237,Upper Athabasca,Mountain Whitefish,Prosopium williamsoni,Male,350.0,,424.0,0.046,Predator and Prey
2014-09-24,Athabasca River (between Hinton and Whitecourt),River,53.891639,-117.109237,Upper Athabasca,Mountain Whitefish,Prosopium williamsoni,Male,333.0,,402.0,0.035,Predator and Prey
2014-09-24,Athabasca River (between Hinton and Whitecourt),River,53.891639,-117.109237,Upper Athabasca,Mountain Whitefish,Prosopium williamsoni,Female,404.0,,730.0,0.026,Predator and Prey
2014-09-24,Athabasca River (between Hinton and Whitecourt),River,53.891639,-117.109237,Upper Athabasca,Mountain Whitefish,Prosopium williamsoni,Male,316.0,,354.0,0.023,Predator and Prey
2014-09-24,Athabasca River (between Hinton and Whitecourt),River,53.891639,-117.109237,Upper Athabasca,Mountain Whitefish,Prosopium williamsoni,Female,326.0,,458.0,0.047,Predator and Prey
2014-09-24,Athabasca River (between Hinton and Whitecourt),River,53.891639,-117.109237,Upper Athabasca,Mountain Whitefish,Prosopium williamsoni,Female,416.0,,894.0,0.078,Predator and Prey
2014-09-24,Athabasca River (between Hinton and Whitecourt),River,53.891639,-117.109237,Upper Athabasca,Mountain Whitefish,Prosopium williamsoni,Female,373.0,,568.0,0.022,Predator and Prey
2014-09-24,Athabasca River (between Hinton and Whitecourt),River,53.891639,-117.109237,Upper Athabasca,Mountain Whitefish,Prosopium williamsoni,Female,414.0,,812.0,0.033,Predator and Prey
2014-09-25,Gull Lake,Lake,52.537953,-113.999964,Red Deer,Northern Pike,Esox lucius,Female,614.0,651.0,1720.0,0.27,Predator
2014-09-25,Gull Lake,Lake,52.537953,-113.999964,Red Deer,Northern Pike,Esox lucius,Female,738.0,775.0,3240.0,0.42,Predator
2014-09-25,Gull Lake,Lake,52.537953,-113.999964,Red Deer,Northern Pike,Esox lucius,Female,621.0,656.0,1860.0,0.263,Predator
2014-09-25,Gull Lake,Lake,52.537953,-113.999964,Red Deer,Northern Pike,Esox lucius,Female,598.0,635.0,1650.0,0.32,Predator
2014-09-25,Gull Lake,Lake,52.537953,-113.999964,Red Deer,Northern Pike,Esox lucius,Male,590.0,626.0,1579.0,0.607,Predator
2014-09-25,Gull Lake,Lake,52.537953,-113.999964,Red Deer,Northern Pike,Esox lucius,Female,580.0,619.0,1440.0,0.32,Predator
2014-09-25,Gull Lake,Lake,52.537953,-113.999964,Red Deer,Northern Pike,Esox lucius,Female,615.0,652.0,1695.0,0.281,Predator
2014-09-25,Gull Lake,Lake,52.537953,-113.999964,Red Deer,Lake Whitefish,Coregonus clupeaformis,Female,361.0,409.0,679.0,0.109,Prey
2014-09-25,Gull Lake,Lake,52.537953,-113.999964,Red Deer,Northern Pike,Esox lucius,Female,850.0,895.0,5050.0,0.804,Predator
2014-09-25,Gull Lake,Lake,52.537953,-113.999964,Red Deer,Lake Whitefish,Coregonus clupeaformis,Male,336.0,419.0,718.0,0.057,Prey
2014-09-25,Gull Lake,Lake,52.537953,-113.999964,Red Deer,Walleye,Stizostedion vitreum vitreum,Female,616.0,642.0,2322.0,0.871,Predator
2014-09-25,Gull Lake,Lake,52.537953,-113.999964,Red Deer,Northern Pike,Esox lucius,Female,787.0,825.0,3355.0,0.432,Predator
2014-09-25,Gull Lake,Lake,52.537953,-113.999964,Red Deer,Walleye,Stizostedion vitreum vitreum,Female,634.0,662.0,3138.0,0.816,Predator
2014-09-25,Gull Lake,Lake,52.537953,-113.999964,Red Deer,Lake Whitefish,Coregonus clupeaformis,Female,395.0,447.0,912.0,0.122,Prey
2014-09-25,Gull Lake,Lake,52.537953,-113.999964,Red Deer,Northern Pike,Esox lucius,Female,684.0,723.0,2917.0,0.448,Predator
2014-09-30,Clear Lake (Barnes Lake),Lake,52.766127,-110.602847,North Saskatchewan,Walleye,Stizostedion vitreum vitreum,Male,485.0,513.0,1089.0,1.148,Predator
2014-09-30,Clear Lake (Barnes Lake),Lake,52.766127,-110.602847,North Saskatchewan,Northern Pike,Esox lucius,Female,652.0,692.0,1831.0,0.885,Predator
2014-09-30,Clear Lake (Barnes Lake),Lake,52.766127,-110.602847,North Saskatchewan,Walleye,Stizostedion vitreum vitreum,Male,444.0,474.0,865.0,0.837,Predator
2014-09-30,Clear Lake (Barnes Lake),Lake,52.766127,-110.602847,North Saskatchewan,Walleye,Stizostedion vitreum vitreum,Female,486.0,511.0,1115.0,1.13,Predator
2014-09-30,Clear Lake (Barnes Lake),Lake,52.766127,-110.602847,North Saskatchewan,Northern Pike,Esox lucius,Female,637.0,682.0,1762.0,0.813,Predator
2014-09-30,Clear Lake (Barnes Lake),Lake,52.766127,-110.602847,North Saskatchewan,Northern Pike,Esox lucius,Male,579.0,622.0,1298.0,0.816,Predator
2014-09-30,Clear Lake (Barnes Lake),Lake,52.766127,-110.602847,North Saskatchewan,Northern Pike,Esox lucius,Male,597.0,635.0,1088.0,1.091,Predator
2014-09-30,Clear Lake (Barnes Lake),Lake,52.766127,-110.602847,North Saskatchewan,Northern Pike,Esox lucius,Male,540.0,577.0,1077.0,0.5,Predator
2014-09-30,Clear Lake (Barnes Lake),Lake,52.766127,-110.602847,North Saskatchewan,Northern Pike,Esox lucius,Female,623.0,667.0,1746.0,0.688,Predator
2014-09-30,Clear Lake (Barnes Lake),Lake,52.766127,-110.602847,North Saskatchewan,Northern Pike,Esox lucius,Female,622.0,665.0,1839.0,0.527,Predator
2014-09-30,Clear Lake (Barnes Lake),Lake,52.766127,-110.602847,North Saskatchewan,Walleye,Stizostedion vitreum vitreum,Female,459.0,481.0,875.0,0.728,Predator
2014-09-30,Clear Lake (Barnes Lake),Lake,52.766127,-110.602847,North Saskatchewan,Northern Pike,Esox lucius,Female,569.0,610.0,1433.0,0.494,Predator
2014-09-30,Clear Lake (Barnes Lake),Lake,52.766127,-110.602847,North Saskatchewan,Walleye,Stizostedion vitreum vitreum,Female,440.0,465.0,904.0,0.413,Predator
2014-09-30,Clear Lake (Barnes Lake),Lake,52.766127,-110.602847,North Saskatchewan,Walleye,Stizostedion vitreum vitreum,Male,439.0,467.0,856.0,1.078,Predator
2014-09-30,Clear Lake (Barnes Lake),Lake,52.766127,-110.602847,North Saskatchewan,Walleye,Stizostedion vitreum vitreum,Male,503.0,533.0,1207.0,1.39,Predator
2014-09-30,Clear Lake (Barnes Lake),Lake,52.766127,-110.602847,North Saskatchewan,Walleye,Stizostedion vitreum vitreum,Male,453.0,483.0,961.0,1.018,Predator
2014-09-30,Clear Lake (Barnes Lake),Lake,52.766127,-110.602847,North Saskatchewan,Walleye,Stizostedion vitreum vitreum,Female,472.0,506.0,1130.0,0.952,Predator
2014-09-30,Clear Lake (Barnes Lake),Lake,52.766127,-110.602847,North Saskatchewan,Walleye,Stizostedion vitreum vitreum,Male,481.0,507.0,1355.0,1.078,Predator
2014-09-30,Clear Lake (Barnes Lake),Lake,52.766127,-110.602847,North Saskatchewan,Walleye,Stizostedion vitreum vitreum,Female,491.0,516.0,1206.0,1.054,Predator
2014-09-30,Clear Lake (Barnes Lake),Lake,52.766127,-110.602847,North Saskatchewan,Walleye,Stizostedion vitreum vitreum,Male,459.0,481.0,966.0,1.274,Predator
2014-09-30,Clear Lake (Barnes Lake),Lake,52.766127,-110.602847,North Saskatchewan,Northern Pike,Esox lucius,Female,637.0,677.0,1810.0,0.699,Predator
2014-09-30,Clear Lake (Barnes Lake),Lake,52.766127,-110.602847,North Saskatchewan,Walleye,Stizostedion vitreum vitreum,Female,437.0,466.0,893.0,0.379,Predator
2014-09-30,Clear Lake (Barnes Lake),Lake,52.766127,-110.602847,North Saskatchewan,Walleye,Stizostedion vitreum vitreum,Male,505.0,535.0,1116.0,1.219,Predator
2014-09-30,Clear Lake (Barnes Lake),Lake,52.766127,-110.602847,North Saskatchewan,Walleye,Stizostedion vitreum vitreum,Female,440.0,465.0,870.0,1.068,Predator
2014-10-01,Haig Lake,Lake,56.902336,-116.096417,Lower Peace,Walleye,Stizostedion vitreum vitreum,Unknown,480.0,,995.0,0.086,Predator
